267.6721406,338.1047811,348.9125333,1875
267.7796717,338.1464598,349.9165831,1875
267.886721,338.1867656,350.9206313,1875
267.9940902,338.2250691,351.9247138,1875
268.1020826,338.2610503,352.9288448,1875
268.210387,338.2947644,353.9330129,1875
268.3185877,338.3264444,354.9372004,1875
268.4264588,338.3563804,355.941396,1875
268.5343444,338.3848615,356.9456088,1875
268.6429508,338.4119603,357.9498629,1875
268.7526939,338.4377908,358.954172,1875
268.8634964,338.4627913,359.9585282,1875
268.9747222,338.4878224,360.9628991,1875
269.0859006,338.5132855,361.9672634,1875
269.1968584,338.5392521,362.9716141,1875
269.3075796,338.565651,363.9759515,1875
269.4188888,338.5924543,364.9803052,1875
269.531271,338.6195698,365.9846935,1875
269.6452085,338.6473225,366.98913,1875
269.7611711,338.6758295,367.9936298,1875
269.8796615,338.705285,368.9982089,1875
270.0015709,338.7358628,370.0028968,1875
270.127782,338.7678237,371.0077221,1875
270.2585019,338.8015291,372.0126879,1875
270.392941,338.8369721,373.0177663,1875
270.5299848,338.8740498,374.0229187,1875
270.6686376,338.9126814,375.0281107,1875
270.8086392,338.9524608,376.0333376,1875
270.9501757,338.9928444,377.0386123,1875
271.0935315,339.0334742,378.0439489,1875
271.2388999,339.0745918,379.0493516,1875
271.3856747,339.1166724,380.0547933,1875
271.5333106,339.1599022,381.0602526,1875
271.6813173,339.2041661,382.0657133,1875
271.8290949,339.2495081,383.0711536,1875
271.9760988,339.2957324,384.0765563,1875
272.1216267,339.3423125,385.0819024,1875
272.2651076,339.3882614,386.0871828,1875
272.4065015,339.4322687,387.0924111,1875
272.5458635,339.4737561,388.0975959,1875
272.6829933,339.5127174,389.1027299,1875
272.817598,339.5494576,390.1077994,1875
272.9494085,339.5845391,391.1127884,1875
273.0788647,339.6184458,392.1177069,1875
273.2069481,339.6516331,393.1225848,1875
273.3342092,339.6845636,394.1274364,1875
273.4610223,339.7174799,395.1322722,1875
273.587287,339.7502603,396.13709,1875
273.7126834,339.7827891,397.1418798,1875
273.83663,339.8147475,398.1466245,1875
273.9584108,339.8458313,399.1513021,1875
271.7834878,338.1736569,300.0238632,1941
271.9153093,338.2277207,301.0286363,1941
272.0459752,338.2822161,302.0333633,1941
272.1753129,338.3371298,303.0380383,1941
272.3029176,338.3924573,304.0426468,1941
272.4289695,338.4482813,305.0471945,1941
272.5542951,338.5046997,306.0517096,1941
272.6796768,338.5615005,307.0562223,1941
272.8052165,338.6183466,308.06074,1941
272.9303939,338.6745293,309.0652525,1941
273.0549223,338.7291393,310.0697598,1941
273.1792026,338.7813793,311.0742853,1941
273.3040465,338.8304611,312.0788668,1941
273.4299721,338.8757768,313.0835297,1941
273.5565842,338.91705,314.0882631,1941
273.6824754,338.9542397,315.0930174,1941
273.8062454,338.9877423,316.0977382,1941
273.9272434,339.0183565,317.1023933,1941
274.0460252,339.0473571,318.1069878,1941
274.163526,339.0756726,319.1115447,1941
274.2802255,339.1036252,320.1160771,1941
274.3962108,339.1313054,321.1205872,1941
274.5116738,339.158743,322.1250815,1941
274.6267591,339.1861919,323.1295622,1941
274.7419242,339.2142931,324.1340384,1941
274.8582854,339.2440873,325.1385378,1941
274.976652,339.2764075,326.1430797,1941
275.0966561,339.3114724,327.1476487,1941
275.2172861,339.3494985,328.1522063,1941
275.3374286,339.3908266,329.1567088,1941
275.4568292,339.4357618,330.1611438,1941
275.5762426,339.4841521,331.16554,1941
275.6967981,339.5355421,332.1699426,1941
275.8192202,339.589309,333.1743845,1941
275.9432288,339.6446167,334.1788653,1941
276.0682115,339.7006328,335.1833728,1941
276.1936641,339.7569349,336.1878937,1941
276.3197463,339.8136346,337.1924324,1941
276.4469698,339.8710565,338.1970036,1941
276.5756222,339.9291709,339.2016177,1941
276.7054404,339.9873801,340.2062722,1941
276.8356933,340.0448575,341.2109506,1941
276.9656926,340.1009638,342.2156355,1941
277.0954485,340.1555032,343.2203296,1941
277.2254933,340.2082119,344.2250549,1941
277.3561128,340.2584633,345.2298286,1941
277.4868943,340.3053897,346.234646,1941
277.616693,340.3480099,347.2394774,1941
277.7448635,340.3860061,348.2443036,1941
277.8715824,340.4197676,349.2491264,1941
277.997451,340.4504102,350.2539545,1941
278.1228861,340.4793417,351.2587867,1941
278.2479835,340.507108,352.2636201,1941
278.3725252,340.5335638,353.2684487,1941
278.4962002,340.5585166,354.2732635,1941
278.6191219,340.5822382,355.2780656,1941
278.7419281,340.605369,356.2828703,1941
278.8654815,340.6282066,357.2877049,1941
278.9905335,340.6507153,358.2925966,1941
279.1171384,340.6727856,359.2975486,1941
279.2449435,340.6946547,360.3025455,1941
279.3735539,340.7166303,361.30757,1941
279.5027932,340.7389103,362.3126133,1941
279.6327084,340.7617755,363.317674,1941
279.7634364,340.7855545,364.3227532,1941
279.8953064,340.8111168,365.3278528,1941
280.0286528,340.8397321,366.3329701,1941
280.1638262,340.8727004,367.3381028,1941
280.3010755,340.9110305,368.3432483,1941
280.4402428,340.9551723,369.3483958,1941
280.580898,341.0049587,370.353532,1941
280.7224921,341.0596871,371.3586452,1941
280.8643338,341.1183084,372.3637229,1941
281.0059657,341.1797428,373.3687611,1941
281.1473189,341.2430231,374.3737684,1941
